NODE_ID,IPRD_NM,PLCT_NM,NODE_TTLE,NODE_TTLE_EN,PBSH,NODE_LINK,NODE_CLSS_01,NODE_CLSS_02,AUTR_NM,KYWD,ABST_KR,ABST_EN,IF_Score,EXTRACTED_KEYWORDS
NODE10593927,대한설비공학회,설비저널,시공사례 및 하자사례 공유를 통한 기계설비 발전,,202108,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10593927,공학,기계공학,현규섭,,"기계설비는 우리가 먹는 물과 마시는 공기를 포함해서 쾌적하고 안전한 환경을 모두에게 제공하는 중요한 기술이다. 에너지, 환기, 건강 등 시대 상황과 정책 등의 변화로 관심을 받는 기술의 트렌드가 그때그때 바뀌어도 추구해야 할 기술의 중심에는 늘 기계설비가 있다. 기계설비는 삶의 질을 결정하는 핵심적인 산업이기 때문이다. 기계설비법이 2018년 제정 공포되어 작년 4월부터 시행되고 있다. 기계설비산업의 중요성과 규모로 볼 때 입법이 많이 늦었지만 이제라도 기계설비산업을 대표하는 법이 제정되어 시행된 것을 무척 다행이라고 생각한다. 물론 기계설비법에 시공관리기술자 선임기준 등이 빠져서 아쉬운 부분이 있지만 기계설비법을 통해서 기계설비산업 발전을 위한 기본계획 수립 및 추진이 이루어지고, 기술기준이 제정되고 있는 것은 기계설비산업의 밝은 미래를 기대하게 한다. 이에 대학 및 연구단체를 포함해서 기계설비에 종사하는 우리 기계설비인이 힘을 모아 국민 삶의 질을 결정하는 산업인 기계설비의 성장과 발전을 이루어 보다 높은 삶의 질을 제공해야 한다. <br>종합건설사 기계설비 협의회에서도 BIM, IoT, AI, 빅데이터, 스마트러닝, 딥러닝 등 디지털 기술을 기반으로 해서 기계설비 기술을 한 단계 더 발전시키고 4차 산업혁명 시대를 열기 위해 서로 협력하고 있다. 세미나와 포럼 등을 통해서 업계의 발전 방향에 대해 토론하고, 기계설비 시공사례 및 하자사례 등을 공유함으로써 전반적인 품질의 업그레이드와 하자에 대한 손실 방지를 추구하고 있다. 이번 집중기획에서 설비건설부문위원회가 소개할 내용은 1인 가구 증가와 인터넷 기술 발달과 더불어 특히 코로나19로 더욱 증가하고 있는 물류시장에 대한 “물류센터 시공사례”와 날이 갈수록 기하급수적으로 증가하고 있는 데이터를 처리하기 위해 더욱 필요해진 데이터센터 시공과 관련된 “데이터센터 모듈화 시공사례” 그리고 하자 발생 시 큰 피해로 이어지는 누수하자를 방지하기 위해 주요 하자의 원인분석과 방지대책인 “공동주택 누수하자 개선을 위한 시스템 개발사례”로 구성하였다. 끝으로, 집중기획을 위한 도움 요청에 바쁘신 중에도 흔쾌히 허락해 주신 건설사 팀장님들과 실무적으로 도움을 주신 건설사 기계설비 직원분께 깊은 감사의 말을 전한다.",,0.3729,"artificial intelligence,big data,covid 19,bim,internet of things,apartment complex,deep learning"
NODE10593931,대한설비공학회,설비저널,비전통에너지 신사업 리스크와 환경 문제,,202108,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10593931,공학,기계공학,황인주,,"최근 10년 간 우리나라 해외 플랜트 건설 시장은 중동아시아지역의 정유 석유화학 및 발전 플랜트에 의존해 왔다. 과거 국제유가 하락, 세계 경기 변동의 영향으로 해외수주가 급감하였으나, 최근 유가 반등에도 불구하고 ’10년 기준 573억 달러를 정점으로 수주 회복에 한계를 보이고 있으며, 동·아시아지역의 점유율이 약 80% 이상, 일부 공종이 90% 이상으로 고착화되는 양상이다. <br>세계적인 오일 수요는 장기적으로 증가할 전망이나, 전통 오일의 공급은 감소하는 반면, 비 전통 오일의 공급은 지속적으로 증가할 것으로 예측되고 있다. 세계 오일 매장 비율 중 약 45%를 차지하는 전통 오일의 생산은 기존 유전의 장기간 생산으로 인한 생산량 감소, 새로운 유전 탐사 리스크 등으로 인해 ’40년까지 연평균 0.2% 감소될 것으로 전망하고 있다. 전통 오일의 매장량 추가 확보를 위해서는 회수율 증진을 위한 기술 개발 또는 추가 매장지 확보가 필요하나, 회수율 증진을 위한 기술 개발이 어렵고, 추가 매장지는 주로 심해에 위치하고 있어 탐사 리스크 및 생산비용의 증가가 불가피하다. <br>이러한 영향 등으로 과거 적도와 중위도 부근에서 집중되었던 오일가스 개발은 점진적으로 러시아, 중앙아시아, 캐나다 등 북방지역과 중남지 지역으로 확대되고 있다. 이들 지역은 미탐사·미개발 에너지자원의 잠재성이 매우 높은 것으로 평가되고 있으며, 지구 온난화로 개발 여건이 호전되고 경제성이 있는 채굴공법의 개발과 주변지역 경제권의 성장으로 개발 수요가 점진적으로 증가하고 있다. <br>이들 지역에서 오일·가스 플랜트 건설 사업의 기술적 애로사항은 열악한 환경으로 인한 현지 적용상 애로나 성능 변화 등이 핵심으로 파악된다. 불안정한 동토지반, 열악한 작업환경, 저온 결빙, 생산수 부족, 환경오염 방지 등을 고려해야 한다. 또한 따라서 오일·가스 플랜트 구성은 일반적인 생산처리이송 등의 경우와 계통 구성에 있어서 크게 다르지 않으나 사용 조건이나 건설의 제약으로 인하여 설계, 형식, 형상, 기능이 다르게 적용되며, 특별히 시스템 설계의 신뢰성 확보가 중요하다. <br>이번 호에서는 비전통 에너지 신사업의 추진에 수반되는 사업 리스크에 대한 고찰과 더불어 해소방안에 대한 연구 동향과 현지 생산 공법 및 운용에 따른 경정을 확보하기 위한 저류층 선행연구, 환경오염 처리를 위한 관련 연구 등에 대해 소개하고자 한다.",,0.3729,"performance,research trends"
NODE10593932,대한설비공학회,설비저널,캐나다 서부 아사바스카 지역의 오일샌드 분포 양상,,202108,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10593932,공학,기계공학,이량규,,"본 연구에서는 캐나다 오일샌드의 공간적인 분포 경향을 파악하고자 노력하였으며, 다음과 같이 요약할 수 있다.<BR>  캐나다 오일샌드는 앨버타 주의 아사바스카, 피스리버, 콜드레이크 지역에 매장되어 있으며, 그중 매장량이 가장 많고 개발이 활발한 아사바스카의 오일샌드 저류층은 하부 백악기의 맥머레이층과 와비스코층원이다.<BR>  오일샌드 저류층은 고지형 및 고수계의 영향으로 북 앨버타 지역의 동쪽 지역에서 북북서-남남동방향을 따라 두껍게 발달하는 특징이 있다.",,0.3729,
NODE10620858,한국SCM학회,한국 SCM 학회지,Double Covering 모형을 활용한 인천광역시 소방시설 최적위치 선정에 관한 연구,A Study on Optimal Locations of Fire Fighting Facilities in Incheon using Double Covering Model,202110,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10620858,공학,산업공학,"백승관, 황태성",,,"The purpose of this study is to find the optimal locations of fire fighting facilities in Incheon to prevent the spread of accidental fires and efficiently extinguish them. In the event of a large fire difficult to cope with in one fire fighting facility, additional support from nearby facilities will be necessary. The model proposed in this study firstly ensures that all demand nodes in a network will be able to be reached from the minimum number of facilities in a given time. At the same time, we locate the given number of facilities so that they can cover as many demand nodes as possible multiple times. This problem can be considered as a facility location problem which aims at maximizing the number of demand nodes that are covered at least twice while minimizing the number of facilities needed. The proposed model is applied to conduct a case study using road network information and administrative district data in Incheon.",0.7805,"case study,network,fire"
NODE10959446,한국정보기술학회,한국정보기술학회지,최신 블록체인 동향과 응용 기술,The Latest Blockchain Trends and Applicable Technologies,202112,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10959446,공학,전기전자공학,"원종운, 김도훈, 김희상",,"4차 산업혁명은 자동화, 전사적 리소스 관리 및 다양한 실행 시스템의 통합을 기반으로 개혁된다. 블록체인은 4차 산업혁명에서 보완적인 기술을 제공할 수 있다. 이를테면 사이버상의 지급 결제 분야, 화물 운송 및 체계 관리, 전자문서의 유통 및 관리 등에 사용하는 방식이다. 이러한 4차 산업혁명은 최근 COVID-19가 만연하여 비대면 시장의 확대로 디지털 트랜스포메이션이 더욱 촉진되었다. 그리고 블록체인은 분산 컴퓨팅 분야에서 비잔틴 장군 문제까지 해결하였으므로 비대면 방식의 세계에서 특히 P2P 방식의 통신 시에 데이터의 무결성과 안정성, 공유를 더욱 쉽게 가능하게 한다. 하지만 블록체인의 최신 동향에 대한 기술적 개념과 산업적 활용 가능성 등에 관해서 걸림돌은 바로 정책연구이다. 단순한 규제 완화가 근본적인 해결책은 아니며, 블록체인 도입과 해당 규제 미비에 따른 불확실성은 기업 단위에서 근시안적으로 접근하기보다 규제 당국의 명확한 법적 해석과 건설적인 제도 마련 등 규제의 틀을 바꾸는 규제 확립과 전환 측면의 정책연구 접근이 필수적인 것이다.",,0.5027,"blockchain,covid 19"
NODE10959447,한국정보기술학회,한국정보기술학회지,최신 NFT 기술의 이해와 활용,Understanding and Utilizing the Latest NFT Technology,202112,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10959447,공학,전기전자공학,"이진영, 조규선",,"블록체인 기술이 점점 더 대중화되어 감에 따라 다양한 적용 기술들이 등장하고 있다. 대체 불가능한 토큰(NFT: Non-Fungible Token)도 그 중 하나이며 NFT는 대체 가능 토큰과 다르게 그 자체로 고유하고 더 이상 분할할 수 없는 특성을 가지고 있다. 이러한 특성을 활용하여 기존에 원본 보장이 어려웠던 디지털 콘텐츠의 원본 증명이 가능하다. 이에 따른 다양한 사업과 기술들이 등장하고 있으며, 본 기고문에서는 이러한 NFT 기술의 현황을 분석하고 앞으로의 활용 방향에 대해 알아보고자 한다.",,0.5027,"blockchain,digital content,nft"
NODE10959448,한국정보기술학회,한국정보기술학회지,전자거래에서의 블록체인 기반 전자문서 활용 연구 방안,Blockchain Technology in Logistics System,202112,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10959448,공학,전기전자공학,"김도훈, 김희상",,"블록체인은 어떠한 데이터를 네트워크 내의 참여 노드애 분산화하여 저장하는 기술이다. 이 목적은 기존의 인터넷 기술에서 보장하기 어려웠던 특정 데이터에 대한 무결성 보장을 실현할 수 있다. 기존의 인터넷 환경에서 데이터의 무결성 보장이 힘들었던 문제를 비잔틴 장군 문제라고 한다. 이 문제는 단지 시스템이 멈추거나 에러 메시지를 내보내는 것과 같은 장애뿐 아니라, 잘못된 값을 다른 시스템에 전달하는 등의 좀 더 그 원인을 파악하기 어려운 장애들까지 포함한다. 기존의 인터넷 보안 기술로는 Failure Model에서 Fail-stop, Crash, Omission, Performance까지는 해결할 수 있었지만 비잔틴 장애 허용은 명확한 해결방법이 없었다. 특히 전자거래에서 발생하는 전자문서가 저장, 보존, 공유 시에 블록체인 기술로써 무결성을 보장받는다면 현재 비대면 패러다임에서 전자거래가 더욱 활성화된다는 것은 틀림없다. 따라서 전자거래 시에 블록체인 기반의 전자문서 활용은 필수적이다. 본 글은 기존의 전자거래 및 전자문서의 문제점과 현재 연구 중인 사례를 제시하고 블록체인 기술의 활용 단계와 적용 방안을 제안한다.",,0.5027,blockchain
NODE10959449,한국정보기술학회,한국정보기술학회지,블록체인 기술과 국내 주요 적용 산업 동향,Blockchain Technology and Major Domestic Applied Industry Trends,202112,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10959449,공학,전기전자공학,"김진수, 박남제",,"기술 발전이 가속화됨에 따라 하드웨어의 성능은 과거와 비교가 어려워질 정도로 급속히 성장하고 있다. 하드웨어 성능의 급격한 성장은 단순한 물리 기술적 성능의 성장뿐만 아니라 물리적 장치의 성능 한계에 따라 구현이 어려웠던 기술들의 발전을 초래하고 있다. 그 대표적인 기술의 하나가 분산 컴퓨팅 환경에 기반을 두고 원장을 관리하는 블록체인의 개념이다. 분산 컴퓨팅 환경에서 원장을 공유함에 따라 원장에 기록된 데이터의 무결성을 강화할 수 있는 블록체인이 화두로 떠오름에 따라 많은 연구가 수행되었으며 현장에 적용하기 위한 노력이 지속되고 있다. 블록체인의 적용은 기업 차원에서만 적용되는 것이 아닌 공공기관에서도 적극적으로 추진하고 있으며, 다양한 기술과 법·제도가 발생하고 있다. 본 연구에서는 블록체인 기술의 국내 동향을 분석함으로써 향후 블록체인 관련 산업의 동향 이해와 기술 방향 설정에 유용하게 활용될 수 있을 것으로 판단된다.",,0.5027,"blockchain,performance"
NODE10959450,한국정보기술학회,한국정보기술학회지,블록체인과 표준화 절차 개선,Blockchain and Standardization Procedure Improvement,202112,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10959450,공학,전기전자공학,정동원,,"블록체인은 매우 광범위하게 사용되고 있으며, 지금도 그 활용에 대한 고민과 적용 방법에 대한 연구가 활발하게 진행되고 있다. 블록체인은 보안성과 함께 분산화 또는 탈중앙화, 투명성, 개방성 등의 특성을 지닌다. 이러한 강력한 보안성과 함께 다양한 특성으로 인해 거의 모든 분야에 적용이 가능하다. 이 논문에서는 이러한 블록체인의 특성을 이용하여 표준화 절차를 개선할 수 있는가에 대한 문제를 다루고자 한다. 표준화는 표준화된 절차에 따라 사회가 공감하는 수준에서 표준을 제정 또는 개정하는 과정이다. 이러한 절차를 거쳐 생산된 표준은 사회 시스템의 안전성, 효율화 등을 위한 사용된다. 그러나 현재의 표준화 절차가, 이러한 표준화 절차에 따라 생성된 표준이 대다수의 의견을 반영하고 많은 사용자들의 공감을 얻을 수 있는지에 대해서는 고민할 필요가 있다. 따라서 이 논문에서는 블록체인의 특성과 함께 표준화의 한계를 고찰하고 이를 개선할 방안에 대하여 기술한다.",,0.5027,blockchain
NODE10662879,한국전자파학회JEES,Journal of Electromagnetic Engineering And Science,Erratum to “A Cross-Joint Vivaldi Antenna Pair for Dual-Pol and Broadband Testing Capabilities”,Erratum to “A Cross-Joint Vivaldi Antenna Pair for Dual-Pol and Broadband Testing Capabilities”,202109,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10662879,공학,전기전자공학,"Gwang-Hun Jeon, Philip Ayiku Dzagbletey, Jae-Young Chung",,,"In the paper entitled “A Cross-Joint Vivaldi Antenna Pair for Dual-Pol and Broadband Testing Capabilities (Journal of Electromagnetic Engineering and Science, vol. 21, no. 3, pp. 201-209, 2021)”, the Acknowledgments has incorrect information. The correct statement should read.",0.378,broadband
NODE10529304,한국방송·미디어공학회,방송과 미디어,가상 증강현실에서의 OpenXR과 WebXR,,202101,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10529304,공학,전기전자공학,강진규,,"최근 3D 그래픽스 기술과 관련된 기기들의 비약적 발전을 통해 가상, 증강, 확장 현실이라는 기존의 현실 세계에 새로운 정보를 더하는 연구가 활발하게 진행되고 있다. 우선 앱 기반의 가상, 증강, 확장 현실을 구현하는 과정에서 기기별 또는 브라우저별, OS별로 개발 환경이 다름으로 인한 개발비용이 상승하는 등의 애로사항들이 있었고, 이로 인해 Web 환경에서의 가상, 증강, 확장 현실을 구현하기 위한 표준형 통합 플랫폼의 필요성이 대두하였다. OpenXR, WebXR이 가상 증강현실에서의 새로운 표준을 제시하고 기술을 공개하여, 하드웨어와 소프트웨어 산업 모두에서 좋은 호응을 얻기 시작하였다. 따라서 본고에서는 가상 증강현실에서의 OpenXR과 WebXR 표준에 대한 정의 및 기술에 대하여 살펴보고, 가상 증강 환경에서의 기술 동향과 발전방향에 대하여 살펴보고자 한다.",,0.3544,mixed reality
NODE10529305,한국방송·미디어공학회,방송과 미디어,미래융합미디어 서비스를 위한 차세대 방송 통신 전송 기술 발전방향,,202101,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10529305,공학,전기전자공학,"김정창, 박성익",,"전 세계 모바일 데이터 트래픽은 지속적으로 증가하고 있으며 이 중 상당 부분을 모바일 비디오 서비스가 차지할 것으로 전망되고 있다. 최근 방송 및 통신 전송 기술에서 전송용량 및 대역폭의 증대와 스펙트럼 이용의 유연성 및 효율성이 크게 개선됨에 따라 다양한 모바일 방송 서비스에 대한 기대가 고조되고 있다. 증가하는 모바일 방송 수요와 더불어 미래에는 이동통신 및 차세대 방송 기술의 융합을 통하여 초고화질 콘텐츠, VR/AR 등 다양한 미디어 서비스가 가능할 것으로 전망된다. 본고에서는 새로운 미디어 서비스를 위하여 이동통신과 지상파 방송에서 전송 기술들을 살펴보고, 이들 기술이 새로운 미디어 서비스를 제공하기 위한 발전 및 융합 방향에 대해 살펴보고자 한다.",,0.3544,"virtual reality,content,efficiency,augmented reality"
NODE10529306,한국방송·미디어공학회,방송과 미디어,음성 합성과 동작 인식 기술을 활용한 CLOVA Dubbing과 Avatar 서비스,,202101,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10529306,공학,전기전자공학,배순민,,"코로나로 인해 사회는 급속한 변화를 겪고 있고, 그 변화의 중심에는 온라인 플랫폼 기업과 서비스가 있다. AI 기술의 발전 속도는 여전히 가속되고 있고, 특히 음성 합성과 실시간 동작 인식, 아바타 생성 기술은 콘텐츠 생성 및 비대면 서비스에서 그 활용이 더욱 기대된다.",,0.3544,"motion recognition,content,artificial intelligence"
NODE10529309,한국방송·미디어공학회,방송과 미디어,차세대 3차원 실사 그래픽스 기술의 국제특허 동향 및 전망 분석,,202101,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10529309,공학,전기전자공학,서영호,,"최근 차세대 온라인 및 오프라인 실시간 3차원 실사 및 애니메이션 서비스를 위한 시스템 및 요소 기술 분야의 기술 개발 필요성이 대두됨에 따라 정부 차원의 다양한 기초/원천 R&amp;D로부터 서비스, 사업화 및 상용화를 추진 중에 있다. 여기에는 게임, 체험, 테마파크, 플랫폼, 다면영상, 유통 등의 넓은 분야로 확장이 진행 중이다. 특히, 초실감의 혼합현실 구현을 위해, 실사로 처리 가능한 3D 컨텐츠 제작 및 통신 기술이 핵심 기술로 대두되고 있으며, 국내 환경을 살펴보면 삼성전자, SK텔레콤 등이 관련 서비스를 준비 중에 있으나, 미국의 경우는 MICROSOFT, Google 등이 홀로 렌즈 등을 이용한 혼합현실 기술을 일부 상용화하고 있는 것으로 보고되고 있다. 따라서 본 고에서는 3D 실사 그래픽스 기반의 컨텐츠 제작을 위한 객체인식 기술(AA), 동적 애니메이션 생성 및 처리 기술(AB), 동적 애니메이션 압축 및 전송 기술(AC) 관련 국제적 특허 동향을 분석하고 이를 바탕으로 향후 관련 분야의 시장을 전망하고자 한다.",,0.3544,"mixed reality,game"
NODE10529310,한국방송·미디어공학회,방송과 미디어,플렌옵틱 영상 서비스를 위한 적응적 저지연 전송 기술,,202101,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10529310,공학,전기전자공학,"정준영, 현은희, 류관웅, 이제원",,"플렌옵틱은 물리공간 내 여러 방향의 빛 정보를 한꺼번에 센서에서 획득하고, 이를 그대로 재현함으로써 사용자에게 실제와 동일한 경험을 제공한다. 플렌옵틱 영상에 대한 스트리밍 서비스를 위해서는 여러 시점에서 획득된 영상 정보를 사용자로 전달하여야 하며, 또한 사용자의 시청 시점 변화에 대해 즉각적인 시점 전환이 이루어져야 한다. 이는 단순히 전송할 정보량의 증가뿐만 아니라 거의 실시간에 가까운 초저지연의 전송 기술을 요구한다. 본 고에서는 이러한 플렌옵틱 영상 서비스를 위해 적응적 저지연 전송 기술을 적용함으로써 고려해야 할 사항들에 대해 살펴본다.",,0.3544,
NODE10553405,한국방송·미디어공학회,방송과 미디어,LiDAR 기반 포인트 클라우드 획득 및 전처리,,202104,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10553405,공학,전기전자공학,"이옥규, 심재영",,"LiDAR는 조사된 빛이 피사체에 반사되어 돌아오는 시간을 측정하여 거리를 측정하는 장비로서, 넓은 영역과 긴 거리에 걸쳐 실세계의 정밀한 3차원 정보를 포인트 클라우드 데이터로 제공해 준다. 이러한 대용량 포인트 클라우드 데이터는 자율주행 자동차, 로봇, 3차원 지도 제작 등 컴퓨터 비전 기술을 이용하는 다양한 분야에 널리 활용될 수 있다. 그러나 유리 구조물을 포함하는 피사체를 LiDAR로 촬영하는 경우, 유리면에서 빛의 반사로 인한 가상의 포인트가 생성되어 실제 3차원 정보를 왜곡하는 문제가 있다. 포인트 클라우드의 후속 처리를 효율적으로 수행하기 위하여, 이러한 왜곡을 제거하는 전처리 기술이 필요하다. 본고에서는 LiDAR의 취득 원리와 3차원 포인트 클라우드의 특성을 고찰하고, 유리 반사로 인한 왜곡된 가상의 포인트를 자동으로 검출하고 제거하는 새로운 연구 주제를 소개한다.",,0.3544,"computer vision,autonomous driving,lidar"
